DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 09:45:09,41,28,0,1011.536,76.794,14,6,84,0,0,4.857,14.536
2025-03-04 09:45:11,83,101,0,999.772,66.364,50.5,6,303,0,0,0.931,8.267
2025-03-04 09:45:13,111,181,0,1009.337,69.559,90.5,6,543,0,0,0.669,8.348
2025-03-04 09:45:15,160,260,0,1016.619,63.643,130,6,780,0,0,0.562,10.288
2025-03-04 09:45:17,193,342,0,1006.751,66.78,171,6,1026,0,0,0.459,7.743
2025-03-04 09:45:19,263,761,0,1010.285,66.128,380.5,6,2283,0,0,0.439,4.226
2025-03-04 09:45:21,300,547,0,1013.567,63.877,273.5,6,1641,0,0,0.41,9.444
2025-03-04 09:45:23,339,622,0,1014.605,65.809,311,6,1866,0,0,0.384,10.092
2025-03-04 09:45:25,383,707,0,1012.253,68.38,353.5,6,2121,0,0,0.334,10.713
2025-03-04 09:45:27,421,779,0,1018.607,64.914,389.5,6,2337,0,0,0.349,18.746
2025-03-04 09:45:29,459,841,0,1038.158,68.967,420.5,6,2523,0,0,0.328,39.6
2025-03-04 09:45:31,503,858,0,1103.361,75.834,429,6,2574,0,0,0.283,107.894
2025-03-04 09:45:33,542,841,0,1188.743,83.59,420.5,6,2523,0,0,0.277,188.98
2025-03-04 09:45:35,582,842,0,1301.065,72.586,421,6,2526,0,0,0.286,300.479
2025-03-04 09:45:37,617,876,0,1344.434,75.714,438,6,2628,0,0,0.24,347.567
2025-03-04 09:45:39,660,847,0,1460.076,82.058,423.5,6,2541,0,0,0.251,462.588
2025-03-04 09:45:41,703,861,0,1545.897,71.053,430.5,6,2583,0,0,0.29,545.354
2025-03-04 09:45:43,742,849,0,1630.161,80.533,424.5,6,2547,0,0,0.267,630.667
2025-03-04 09:45:45,781,836,0,1755.959,82.134,418,6,2508,0,0,0.254,757.274
2025-03-04 09:45:47,820,856,0,1802.097,71.678,428,6,2568,0,0,0.279,801.7
2025-03-04 09:45:49,863,1058,0,1950.232,108.375,529,6,3174,0,0,0.281,835.797
2025-03-04 09:45:51,930,1218,0,2183.314,88.433,609,6,3654,0,0,0.251,776.192
2025-03-04 09:45:53,971,811,0,2226.673,74.325,405.5,6,2433,0,0,0.237,1226.501
2025-03-04 09:45:55,1011,788,0,2403.997,90.157,394,6,2364,0,0,0.259,1398.256
2025-03-04 09:45:57,1050,802,0,2491.016,70.913,401,6,2406,0,0,0.318,1491.445
2025-03-04 09:45:59,1091,782,0,2582.912,76.487,391,6,2346,0,0,0.26,1581.116
2025-03-04 09:46:01,1130,777,0,2741.927,77.609,388.5,6,2331,0,0,0.649,1740.241
2025-03-04 09:46:03,1171,793,0,2807.187,75.236,396.5,6,2379,0,0,0.67,1810.042
2025-03-04 09:46:05,1212,771,0,2911.014,87.941,385.5,6,2313,0,0,0.38,1906.887
2025-03-04 09:46:07,1250,759,0,3085.989,80.312,379.5,6,2277,0,0,0.304,2088
2025-03-04 09:46:09,1289,796,0,3169.177,73.448,398,6,2388,0,0,0.285,2167.696
2025-03-04 09:46:11,1332,765,0,3218.597,78.602,382.5,6,2295,0,0,0.28,2216.417
2025-03-04 09:46:13,1373,763,0,3386.83,83.083,381.5,6,2289,0,0,0.277,2389.423
2025-03-04 09:46:15,1410,777,0,3499.967,78.841,388.5,6,2331,0,0,0.29,2500.598
2025-03-04 09:46:17,1451,811,0,3473.475,74.452,405.5,6,2433,0,0,0.293,2472.222
2025-03-04 09:46:19,1491,737,0,3592.128,92.417,368.5,6,2211,0,0,0.273,2591.943
2025-03-04 09:46:21,1526,1169,0,3779.331,81.921,584.5,6,3507,0,0,0.264,2074.636
2025-03-04 09:46:23,1593,776,0,3859.345,86.028,388,6,2328,0,0,0.262,2098.205
2025-03-04 09:46:25,1632,794,0,3990.205,74.767,397,6,2382,0,0,0.233,2992.147
2025-03-04 09:46:27,1671,830,0,3951.286,82.885,415,6,2490,0,0,0.312,2948.975
2025-03-04 09:46:29,1710,756,0,4001.761,104.43,378,6,2268,0,0,0.242,3000.369
2025-03-04 09:46:31,1750,838,0,4186.036,75.167,419,6,2514,0,0,0.236,3186.757
2025-03-04 09:46:33,1788,849,0,4148.616,91.787,424.5,6,2547,0,0,0.278,3145.531
2025-03-04 09:46:35,1830,778,0,4196.221,92.551,389,6,2334,0,0,0.28,3195.305
2025-03-04 09:46:37,1870,850,0,4325.341,80.122,425,6,2550,0,0,0.278,3324.231
2025-03-04 09:46:39,1911,793,0,4361.695,80.939,396.5,6,2379,0,0,0.265,3361.859
2025-03-04 09:46:41,1952,844,0,4531.108,75.12,422,6,2532,0,0,0.267,3532.212
2025-03-04 09:46:43,1992,846,0,4609.921,76.912,423,6,2538,0,0,0.254,3604.422
2025-03-04 09:46:45,2031,794,0,4612.011,103.31,397,6,2382,0,0,0.263,3613.438
2025-03-04 09:46:47,2072,850,0,4767.067,73.741,425,6,2550,0,0,0.276,3763.125
2025-03-04 09:46:49,2111,839,0,4852.12,78.976,419.5,6,2517,0,0,0.257,3851.061
2025-03-04 09:46:51,2152,791,0,4966.975,100.622,395.5,6,2373,0,0,0.243,3963.954
2025-03-04 09:46:53,2219,1420,0,5153.499,109.835,710,6,4260,0,0,0.238,3166.871
2025-03-04 09:46:55,2261,764,0,5314.609,120.311,382,6,2292,0,0,0.234,3199.062
2025-03-04 09:46:57,2301,810,0,5512.794,77.406,405,6,2430,0,0,0.241,4514.17
2025-03-04 09:46:59,2343,783,0,5639.894,88.045,391.5,6,2349,0,0,0.284,4636.967
2025-03-04 09:47:01,2383,750,0,5801.944,89.012,375,6,2250,0,0,0.247,4801.999
2025-03-04 09:47:03,2421,782,0,5913.692,86.964,391,6,2346,0,0,0.262,4909.092
2025-03-04 09:47:05,2459,751,0,6029.822,79.031,375.5,6,2253,0,0,0.605,5036.053
2025-03-04 09:47:07,2502,768,0,6196.56,99.941,384,6,2304,0,0,1.118,5196.34
2025-03-04 09:47:09,2543,747,0,6314.281,85.031,373.5,6,2241,0,0,0.406,5316.61
2025-03-04 09:47:11,2582,725,0,6486.89,105.564,362.5,6,2175,0,0,0.312,5485.559
2025-03-04 09:47:13,2621,733,0,6688.061,95.917,366.5,6,2199,0,0,0.25,5693.239
2025-03-04 09:47:15,2663,794,0,6751.224,74.339,397,6,2382,0,0,0.264,5750.184
2025-03-04 09:47:17,2701,687,0,6822.176,104.956,343.5,6,2061,0,0,0.259,5819.798
2025-03-04 09:47:19,2743,776,0,6981.393,105.07,388,6,2328,0,0,0.303,5980.879
2025-03-04 09:47:21,2783,754,0,7028.519,79.978,377,6,2262,0,0,0.261,6028.365
2025-03-04 09:47:23,2827,809,0,7225.708,154.031,404.5,6,2427,0,0,0.318,5904.644
2025-03-04 09:47:25,2884,1101,0,7329.797,108.85,550.5,6,3303,0,0,0.26,5056.608
2025-03-04 09:47:27,2927,769,0,7313.943,83.583,384.5,6,2307,0,0,0.257,5024.069
2025-03-04 09:47:29,2965,731,0,7584.534,90.32,365.5,6,2193,0,0,-1.524,5818.029
2025-03-04 09:47:31,2998,827,0,7316.674,91.716,413.5,6,2481,0,0,0.22,6321.466
2025-03-04 09:47:33,3000,691,0,7456.499,141.589,345.5,6,2073,0,0,0.279,6455.472
2025-03-04 09:47:35,3000,841,0,7634.074,124.67,420.5,6,2523,0,0,0.272,6634.29
2025-03-04 09:47:37,3000,861,0,7421.877,75.656,430.5,6,2583,0,0,0.228,6418.023
2025-03-04 09:47:39,3000,795,0,7490.258,74.84,397.5,6,2385,0,0,0.264,6495.619
2025-03-04 09:47:41,3000,784,0,7473.259,180.225,392,6,2352,0,0,0.25,6473.457
2025-03-04 09:47:43,3000,851,0,7324.612,72.34,425.5,6,2553,0,0,0.236,6324.478
2025-03-04 09:47:45,3000,840,0,7353.224,72.603,420,6,2520,0,0,0.254,6354.396
2025-03-04 09:47:47,3000,767,0,7414.701,131.289,383.5,6,2301,0,0,0.274,6411.589
2025-03-04 09:47:49,3000,848,0,7302.288,72.893,424,6,2544,0,0,0.27,6304.717
2025-03-04 09:47:51,3000,838,0,7316.232,74.067,419,6,2514,0,0,0.251,6316.024
2025-03-04 09:47:53,3000,768,0,7393.75,128.105,384,6,2304,0,0,0.275,6392.357
2025-03-04 09:47:55,3000,1410,0,7281.8,73.659,705,6,4230,0,0,0.253,5462.541
2025-03-04 09:47:57,3000,828,0,7286.498,70.97,414,6,2484,0,0,0.227,4978.901
2025-03-04 09:47:59,3000,751,0,7393.695,133.622,375.5,6,2253,0,0,0.282,5081.718
2025-03-04 09:48:01,3000,790,0,7404.868,81.875,395,6,2370,0,0,0.224,6207.711
2025-03-04 09:48:03,3000,800,0,7520.291,83.717,400,6,2400,0,0,0.26,6516.46
2025-03-04 09:48:05,3000,731,0,7788.896,123.114,365.5,6,2193,0,0,0.215,6791.614
2025-03-04 09:48:07,3000,789,0,7667.802,81.605,394.5,6,2367,0,0,0.222,6667.256
2025-03-04 09:48:09,3000,805,0,7722.525,70.668,402.5,6,2415,0,0,0.252,6721.604
2025-03-04 09:48:11,3000,720,0,7814.043,132.16,360,6,2160,0,0,0.235,6816.793
2025-03-04 09:48:13,3000,806,0,7726.133,99.037,403,6,2418,0,0,0.253,6725.553
2025-03-04 09:48:15,3000,805,0,7748.432,72.41,402.5,6,2415,0,0,0.275,6742.16
2025-03-04 09:48:17,3000,674,0,7789.996,127.331,337,6,2022,0,0,0.252,6791.766
2025-03-04 09:48:19,3000,814,0,7861.83,144.4,407,6,2442,0,0,0.236,6860.058
2025-03-04 09:48:21,3000,765,0,7811.477,73.642,382.5,6,2295,0,0,0.22,6813.373
2025-03-04 09:48:23,3000,728,2,7891.753,82.104,364,6,2184,0,0,0.277,6890.154
2025-03-04 09:48:25,3000,1215,6,8009.721,137.949,607.5,6,3645,0,0,0.258,6626.496
2025-03-04 09:48:27,3000,959,0,7993.411,79.299,479.5,6,2877,0,0,0.262,5702.978
2025-03-04 09:48:29,3000,719,0,7982.765,112.504,359.5,6,2157,0,0,0.275,5663.592
2025-03-04 09:48:31,3000,590,0,7867.941,104.618,295,6,1770,0,0,0.21,5563.78
2025-03-04 09:48:33,3000,785,0,7856.222,77.168,392.5,6,2355,0,0,0.194,6808.839
2025-03-04 09:48:35,3000,793,0,7748.093,75.128,396.5,6,2379,0,0,0.194,6754.469
2025-03-04 09:48:37,3000,708,0,7933.644,135.154,354,6,2124,0,0,0.23,6933.785
2025-03-04 09:48:39,3000,823,0,7769.939,82.082,411.5,6,2469,0,0,0.227,6769.146
