DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 09:16:18,40,26,0,1032.385,60.366,13,6,78,0,0,6.423,17.346
2025-03-04 09:16:20,79,101,0,1015.733,62.926,50.5,6,303,0,0,1.347,7.861
2025-03-04 09:16:22,121,178,0,1019.27,64.101,89,6,534,0,0,0.73,7.455
2025-03-04 09:16:24,160,252,0,1015.179,64.609,126,6,756,0,0,0.619,7.631
2025-03-04 09:16:26,197,340,0,1005.126,63.283,170,6,1020,0,0,0.585,8.935
2025-03-04 09:16:28,235,414,0,1010.097,65.189,207,6,1242,0,0,0.51,9.502
2025-03-04 09:16:30,279,488,0,1009.801,69.52,244,6,1464,0,0,0.434,10.242
2025-03-04 09:16:32,320,567,0,1009.506,63.9,283.5,6,1701,0,0,0.45,10.737
2025-03-04 09:16:34,359,643,0,1015.033,66.009,321.5,6,1929,0,0,0.389,12.459
2025-03-04 09:16:36,401,724,0,1020.478,69.036,362,6,2172,0,0,0.392,15.941
2025-03-04 09:16:38,438,805,0,1020.373,65.492,402.5,6,2415,0,0,0.383,18.676
2025-03-04 09:16:40,478,821,0,1053.284,72.292,410.5,6,2463,0,0,0.396,52.552
2025-03-04 09:16:42,536,1499,0,1149.11,77.034,749.5,6,4497,0,0,0.356,105.012
2025-03-04 09:16:44,576,847,0,1266.201,84.314,423.5,6,2541,0,0,0.378,262.469
2025-03-04 09:16:46,618,859,0,1355.275,75.627,429.5,6,2577,0,0,0.377,354.321
2025-03-04 09:16:48,653,868,0,1423.692,75.11,434,6,2604,0,0,0.351,423.258
2025-03-04 09:16:50,696,827,0,1576.9,85.114,413.5,6,2481,0,0,0.376,573.747
2025-03-04 09:16:52,738,831,0,1642.221,77.918,415.5,6,2493,0,0,0.363,641.309
2025-03-04 09:16:54,776,838,0,1746.186,73.197,419,6,2514,0,0,0.342,747.889
2025-03-04 09:16:56,820,841,0,1867.07,77.485,420.5,6,2523,0,0,0.358,866.604
2025-03-04 09:16:58,857,819,0,1952.811,79.856,409.5,6,2457,0,0,0.37,954.15
2025-03-04 09:17:00,899,760,0,2104.366,92.692,380,6,2280,0,0,0.355,1103.228
2025-03-04 09:17:02,936,769,0,2351.605,84.25,384.5,6,2307,0,0,0.342,1348.195
2025-03-04 09:17:04,976,790,0,2360.694,74.65,395,6,2370,0,0,0.284,1359.11
2025-03-04 09:17:06,1015,807,0,2406.026,79.04,403.5,6,2421,0,0,0.315,1406.102
2025-03-04 09:17:08,1057,802,0,2518.894,76.092,401,6,2406,0,0,0.318,1516.456
2025-03-04 09:17:10,1099,818,0,2589.837,73.267,409,6,2454,0,0,0.323,1594.68
2025-03-04 09:17:12,1157,958,0,2707.025,95.596,479,6,2874,0,0,0.272,1391.582
2025-03-04 09:17:14,1210,1001,0,2870.753,93.538,500.5,6,3003,0,0,0.283,1329.048
2025-03-04 09:17:16,1251,779,0,2975.323,79.971,389.5,6,2337,0,0,0.285,1973.711
2025-03-04 09:17:18,1289,743,0,3150.057,112.828,371.5,6,2229,0,0,0.241,2143.697
2025-03-04 09:17:20,1333,782,0,3316.93,84.402,391,6,2346,0,0,0.288,2316.322
2025-03-04 09:17:22,1369,772,0,3320.223,85.171,386,6,2316,0,0,0.273,2320.109
2025-03-04 09:17:24,1408,752,0,3452.157,102.852,376,6,2256,0,0,0.269,2447.519
2025-03-04 09:17:26,1452,799,0,3535.17,69.817,399.5,6,2397,0,0,0.304,2534.345
2025-03-04 09:17:28,1489,802,0,3512.06,86.528,401,6,2406,0,0,0.269,2514.511
2025-03-04 09:17:30,1527,784,0,3610.398,80.913,392,6,2352,0,0,0.258,2612.054
2025-03-04 09:17:32,1574,800,0,3719.126,79.267,400,6,2400,0,0,0.278,2718.095
2025-03-04 09:17:34,1610,813,0,3807.79,75.317,406.5,6,2439,0,0,0.292,2804.941
2025-03-04 09:17:36,1651,799,0,3859.283,80.036,399.5,6,2397,0,0,0.27,2861.547
2025-03-04 09:17:38,1692,806,0,3930.36,81.292,403,6,2418,0,0,0.274,2929.769
2025-03-04 09:17:40,1731,852,0,4039.676,79.223,426,6,2556,0,0,0.27,3037.634
2025-03-04 09:17:42,1770,816,0,4045.607,86.332,408,6,2448,0,0,0.273,3046.654
2025-03-04 09:17:44,1829,1473,0,4129.719,95.328,736.5,6,4419,0,0,0.27,2325.804
2025-03-04 09:17:46,1869,835,0,4198.647,88.967,417.5,6,2505,0,0,0.226,2545.604
2025-03-04 09:17:48,1912,882,0,4265.563,74.623,441,6,2646,0,0,0.236,3265.848
2025-03-04 09:17:50,1950,879,0,4306.621,77.198,439.5,6,2637,0,0,0.226,3306.769
2025-03-04 09:17:52,1990,797,0,4450.661,120.844,398.5,6,2391,0,0,0.232,3451.898
2025-03-04 09:17:54,2029,829,0,4664.464,92.747,414.5,6,2487,0,0,0.264,3666.095
2025-03-04 09:17:56,2071,802,0,4784.697,86.896,401,6,2406,0,0,0.281,3785.681
2025-03-04 09:17:58,2112,830,0,4899.259,77.214,415,6,2490,0,0,0.273,3901.91
2025-03-04 09:18:00,2151,828,0,4978.925,78.818,414,6,2484,0,0,0.274,3977.045
2025-03-04 09:18:02,2189,774,0,5102.478,95.708,387,6,2322,0,0,0.252,4098.326
2025-03-04 09:18:04,2232,795,0,5282.391,88.335,397.5,6,2385,0,0,0.247,4280.302
2025-03-04 09:18:06,2274,780,0,5482.529,91.261,390,6,2340,0,0,0.296,4481.373
2025-03-04 09:18:08,2313,754,0,5673.176,91.493,377,6,2262,0,0,0.235,4668.357
2025-03-04 09:18:10,2351,809,0,5766.162,77.483,404.5,6,2427,0,0,0.299,4762.873
2025-03-04 09:18:12,2394,809,0,5780.623,70.787,404.5,6,2427,0,0,0.269,4781.035
2025-03-04 09:18:14,2433,745,0,5848.777,97.28,372.5,6,2235,0,0,0.221,4851.522
2025-03-04 09:18:16,2504,1203,0,5971.291,86.114,601.5,6,3609,0,0,0.223,3875.625
2025-03-04 09:18:18,2545,729,17,6222.786,132.124,364.5,6,2187,0,0,0.248,4026.228
2025-03-04 09:18:20,2582,752,0,6337.968,88.972,376,6,2256,0,0,0.229,5028.67
2025-03-04 09:18:22,2626,769,58,6497.555,82.152,384.5,6,2307,0,0,0.234,5498.143
2025-03-04 09:18:24,2664,713,25,6689.372,121.628,356.5,6,2139,0,0,0.255,5688.154
2025-03-04 09:18:26,2704,790,0,6762.109,77.04,395,6,2370,0,0,0.268,5762.506
2025-03-04 09:18:28,2747,739,132,6804.521,91.03,369.5,6,2217,0,0,0.225,5805.353
2025-03-04 09:18:30,2785,762,0,6973.812,120.087,381,6,2286,0,0,0.438,5970.249
2025-03-04 09:18:32,2822,770,41,6982.896,88.956,385,6,2310,0,0,0.21,5986.799
2025-03-04 09:18:34,2865,727,106,7012.664,109.399,363.5,6,2181,0,0,0.234,6013.93
2025-03-04 09:18:36,2903,818,0,7155.3,103.491,409,6,2454,0,0,1.318,6154.852
2025-03-04 09:18:38,2944,676,147,7243.166,136.673,338,6,2028,0,0,0.447,6248.92
2025-03-04 09:18:40,2970,847,0,7264.619,173.223,423.5,6,2541,0,0,0.47,6265.237
2025-03-04 09:18:42,3000,729,1,7332.676,117.267,364.5,6,2187,0,0,0.214,6328.999
2025-03-04 09:18:44,3000,817,153,7551.395,174.98,408.5,6,2451,0,0,0.272,6551.819
2025-03-04 09:18:46,3000,1373,28,7339.753,137.309,686.5,6,4119,0,0,0.225,5797.985
2025-03-04 09:18:48,3000,861,33,7453.301,286.99,430.5,6,2583,0,0,0.224,5234.719
2025-03-04 09:18:50,3000,864,0,7277.649,81.287,432,6,2592,0,0,0.237,5057.144
2025-03-04 09:18:52,3000,784,0,7351.334,117.402,392,6,2352,0,0,0.278,5992.824
2025-03-04 09:18:54,3000,849,0,7240.208,167.738,424.5,6,2547,0,0,0.253,6239.746
2025-03-04 09:18:56,3000,873,0,7185.774,67.418,436.5,6,2619,0,0,0.233,6184.1
2025-03-04 09:18:58,3000,592,0,7198.981,69.804,296,6,1776,0,0,0.235,6195.573
2025-03-04 09:19:00,3000,847,0,7287.032,145.702,423.5,6,2541,0,0,0.217,6289.582
2025-03-04 09:19:02,3000,873,0,7085.869,72.357,436.5,6,2619,0,0,0.218,6085.749
2025-03-04 09:19:04,3000,888,0,7081.006,73.424,444,6,2664,0,0,0.23,6081.109
2025-03-04 09:19:06,3000,757,0,7148.684,120.897,378.5,6,2271,0,0,0.246,6149.947
2025-03-04 09:19:08,3000,836,93,7165.624,88.788,418,6,2508,0,0,0.255,6169.73
2025-03-04 09:19:10,3000,765,0,7283.346,84.988,382.5,6,2295,0,0,0.237,6282.66
2025-03-04 09:19:12,3000,766,84,7597.209,80.263,383,6,2298,0,0,0.26,6595.714
2025-03-04 09:19:14,3000,802,68,7494.879,111.211,401,6,2406,0,0,0.267,6495.118
2025-03-04 09:19:16,3000,726,0,7684.117,198.54,363,6,2178,0,0,0.242,6684.616
2025-03-04 09:19:18,3000,1398,79,7711.829,215.913,699,6,4194,0,0,0.235,5901.56
2025-03-04 09:19:20,3000,715,0,7699.832,121.671,357.5,6,2145,0,0,0.241,5469.961
2025-03-04 09:19:22,3000,817,78,7805.469,130.426,408.5,6,2451,0,0,0.251,5581.906
2025-03-04 09:19:24,3000,798,0,7601.826,117.375,399,6,2394,0,0,0.266,6449.183
2025-03-04 09:19:26,3000,673,216,7792.495,159.142,336.5,6,2019,0,0,0.227,6796.07
2025-03-04 09:19:28,3000,840,19,7833.868,206.134,420,6,2520,0,0,0.27,6832.24
2025-03-04 09:19:30,3000,734,0,7764.001,100.791,367,6,2202,0,0,0.255,6765.349
2025-03-04 09:19:32,3000,725,165,8066.484,81.268,362.5,6,2175,0,0,0.266,7068.847
2025-03-04 09:19:34,3000,789,0,7684.549,288.315,394.5,6,2367,0,0,0.218,6684.203
2025-03-04 09:19:36,3000,676,27,8065.194,153.959,338,6,2028,0,0,0.254,7064.766
2025-03-04 09:19:38,3000,778,43,8058.521,247.713,389,6,2334,0,0,0.28,7063.478
2025-03-04 09:19:40,3000,760,0,7849.717,179.11,380,6,2280,0,0,0.238,6851.246
2025-03-04 09:19:42,3000,689,96,8148.406,137.111,344.5,6,2067,0,0,0.241,7149.004
2025-03-04 09:19:44,3000,778,0,8019.59,215.539,389,6,2334,0,0,0.262,7018.335
2025-03-04 09:19:46,3000,773,0,8000.862,75.33,386.5,6,2319,0,0,0.234,6998.528
2025-03-04 09:19:48,3000,671,0,8092.252,105.186,335.5,6,2013,0,0,0.25,7090.732
2025-03-04 09:19:50,3000,1234,0,7792.472,151.95,617,6,3702,0,0,0.257,5696.605
2025-03-04 09:19:52,3000,806,0,7876.489,83.463,403,6,2418,0,0,0.239,5662.349
2025-03-04 09:19:54,3000,729,0,7821.222,128.119,364.5,6,2187,0,0,0.254,5748.255
2025-03-04 09:19:56,3000,797,0,7797.295,85.2,398.5,6,2391,0,0,0.248,6794.6
2025-03-04 09:19:58,3000,808,0,7736.98,100.581,404,6,2424,0,0,0.23,6738.458
2025-03-04 09:20:00,3000,674,0,7736.777,183.89,337,6,2022,0,0,0.269,6737.088
2025-03-04 09:20:02,3000,821,0,7859.773,135.105,410.5,6,2463,0,0,0.281,6858.208
2025-03-04 09:20:04,3000,842,0,7685.257,101.98,421,6,2526,0,0,0.253,6685.626
2025-03-04 09:20:06,3000,769,0,7576.246,86.61,384.5,6,2307,0,0,0.265,6574.166
2025-03-04 09:20:08,3000,831,0,7547.469,197.483,415.5,6,2493,0,0,0.274,6544.088
2025-03-04 09:20:10,3000,844,0,7345.733,72.498,422,6,2532,0,0,0.252,6343.486
2025-03-04 09:20:12,3000,840,0,7363.275,71.47,420,6,2520,0,0,0.242,6359.545
2025-03-04 09:20:14,3000,742,0,7436.267,143.991,371,6,2226,0,0,0.247,6435.686
2025-03-04 09:20:16,3000,827,0,7367.728,74.569,413.5,6,2481,0,0,0.273,6369.184
2025-03-04 09:20:18,3000,820,0,7408.149,69.598,410,6,2460,0,0,0.249,6412.757
2025-03-04 09:20:20,3000,1324,0,7584.986,123.599,662,6,3972,0,0,0.249,5855.499
2025-03-04 09:20:22,3000,782,0,7621.157,76.972,391,6,2346,0,0,0.247,5397.726
2025-03-04 09:20:24,3000,700,0,7735.35,103.848,350,6,2100,0,0,0.256,5512.614
2025-03-04 09:20:26,3000,807,0,7871.797,148.316,403.5,6,2421,0,0,-1.268,6239.44
2025-03-04 09:20:28,3000,800,0,7785.394,71.422,400,6,2400,0,0,0.229,6782.245
2025-03-04 09:20:30,3000,755,0,7801.841,73.903,377.5,6,2265,0,0,0.278,6798.962
2025-03-04 09:20:32,3000,771,0,7889.22,147.175,385.5,6,2313,0,0,0.243,6886.298
2025-03-04 09:20:34,3000,783,0,7726.886,75.991,391.5,6,2349,0,0,0.257,6726.719
2025-03-04 09:20:36,3000,811,0,7688.693,74.915,405.5,6,2433,0,0,0.271,6691.279
2025-03-04 09:20:38,3000,729,0,7783.294,126.757,364.5,6,2187,0,0,0.254,6782.539
2025-03-04 09:20:40,3000,794,0,7689.655,80.785,397,6,2382,0,0,0.263,6687.941
2025-03-04 09:20:42,3000,807,0,7670.259,76.637,403.5,6,2421,0,0,0.259,6671.467
2025-03-04 09:20:44,3000,697,0,7795.951,162.067,348.5,6,2091,0,0,0.281,6797.836
2025-03-04 09:20:46,3000,828,0,7763.726,116.332,414,6,2484,0,0,0.266,6762.135
2025-03-04 09:20:48,3000,767,0,7679.609,70.795,383.5,6,2301,0,0,0.25,6677.241
2025-03-04 09:20:50,3000,694,0,7853.69,151.541,347,6,2082,0,0,0.249,6854.839
2025-03-04 09:20:52,3000,1279,0,7762.852,181.018,639.5,6,3837,0,0,0.268,5759.217
2025-03-04 09:20:54,3000,778,0,7674.298,77.33,389,6,2334,0,0,0.257,5438.405
2025-03-04 09:20:56,3000,753,0,7789.27,116.716,376.5,6,2259,0,0,0.309,5582.428
2025-03-04 09:20:58,3000,813,0,7541.541,84.518,406.5,6,2439,0,0,0.218,6489.173
2025-03-04 09:21:00,3000,797,0,7640.428,76.655,398.5,6,2391,0,0,0.251,6644.197
2025-03-04 09:21:02,3000,751,0,7610.586,95.832,375.5,6,2253,0,0,0.289,6613.671
