DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 03:49:31,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.06%,"912.3MiB / 15.51GiB",5.75%,"15.6MB / 87MB","0B / 0B",251
2025-03-04 03:49:31,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,135.99%,"223.1MiB / 1GiB",21.79%,"174MB / 102MB","0B / 0B",60
2025-03-04 03:49:43,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,11.90%,"114.9MiB / 15.51GiB",0.72%,"253MB / 298MB","0B / 0B",39
2025-03-04 03:49:43,568208e4829c,reverse-proxy-agent-1,568208e4829c,46.06%,"3.447GiB / 15.51GiB",22.23%,"190MB / 150MB","0B / 0B",1830
2025-03-04 03:49:43,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.94%,"913.1MiB / 15.51GiB",5.75%,"15.8MB / 87MB","0B / 0B",249
2025-03-04 03:49:43,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,145.65%,"220.2MiB / 1GiB",21.50%,"178MB / 104MB","0B / 0B",60
2025-03-04 03:49:55,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,12.16%,"115.1MiB / 15.51GiB",0.72%,"258MB / 303MB","0B / 0B",39
2025-03-04 03:49:55,568208e4829c,reverse-proxy-agent-1,568208e4829c,35.97%,"3.612GiB / 15.51GiB",23.29%,"192MB / 153MB","0B / 0B",1830
2025-03-04 03:49:55,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.75%,"913.8MiB / 15.51GiB",5.75%,"15.9MB / 87.1MB","0B / 0B",249
2025-03-04 03:49:55,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,143.05%,"225MiB / 1GiB",21.97%,"181MB / 106MB","0B / 0B",60
