Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1740724741,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,40.67%,"2.502GiB / 15.51GiB",16.13%,"328MB / 343MB","0B / 0B",871
1740724741,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.70%,"819.9MiB / 15.51GiB",5.16%,"38.9MB / 94.3MB","0B / 0B",249
1740724741,e192d5341051,reverse-proxy-api-1,e192d5341051,132.23%,"178.6MiB / 1GiB",17.44%,"380MB / 219MB","0B / 0B",60
1740724753,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,12.23%,"102.2MiB / 15.51GiB",0.64%,"569MB / 663MB","0B / 0B",40
1740724753,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,105.79%,"2.555GiB / 15.51GiB",16.48%,"330MB / 345MB","0B / 0B",871
1740724753,b424db67d982,reverse-proxy-controller-1,b424db67d982,9.61%,"797.4MiB / 15.51GiB",5.02%,"39.1MB / 94.3MB","0B / 0B",250
1740724753,e192d5341051,reverse-proxy-api-1,e192d5341051,135.17%,"175.3MiB / 1GiB",17.12%,"382MB / 220MB","0B / 0B",52
1740724763,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.73%,"102.6MiB / 15.51GiB",0.65%,"573MB / 668MB","0B / 0B",40
1740724763,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,40.81%,"2.6GiB / 15.51GiB",16.76%,"332MB / 348MB","0B / 0B",871
1740724763,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.83%,"797.9MiB / 15.51GiB",5.02%,"39.2MB / 94.4MB","0B / 0B",250
1740724763,e192d5341051,reverse-proxy-api-1,e192d5341051,133.02%,"181.4MiB / 1GiB",17.72%,"386MB / 222MB","0B / 0B",61
1740724775,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,12.73%,"103MiB / 15.51GiB",0.65%,"578MB / 674MB","0B / 0B",40
1740724775,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,32.25%,"2.72GiB / 15.51GiB",17.54%,"334MB / 350MB","0B / 0B",871
1740724775,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.94%,"798.4MiB / 15.51GiB",5.03%,"39.4MB / 94.4MB","0B / 0B",250
1740724775,e192d5341051,reverse-proxy-api-1,e192d5341051,135.44%,"183.7MiB / 1GiB",17.94%,"389MB / 224MB","0B / 0B",56
1740724787,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,20.51%,"103.4MiB / 15.51GiB",0.65%,"582MB / 679MB","0B / 0B",40
1740724787,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,35.21%,"2.812GiB / 15.51GiB",18.14%,"336MB / 353MB","0B / 0B",871
1740724787,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.55%,"799.3MiB / 15.51GiB",5.03%,"39.6MB / 94.5MB","0B / 0B",250
1740724787,e192d5341051,reverse-proxy-api-1,e192d5341051,131.24%,"182.4MiB / 1GiB",17.81%,"392MB / 226MB","0B / 0B",61
1740724797,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.57%,"103.3MiB / 15.51GiB",0.65%,"587MB / 684MB","0B / 0B",40
1740724797,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,38.47%,"2.862GiB / 15.51GiB",18.45%,"338MB / 356MB","0B / 0B",871
1740724797,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.86%,"799.9MiB / 15.51GiB",5.04%,"39.7MB / 94.5MB","0B / 0B",250
1740724797,e192d5341051,reverse-proxy-api-1,e192d5341051,130.71%,"175.1MiB / 1GiB",17.10%,"395MB / 227MB","0B / 0B",56
1740724809,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.36%,"103.4MiB / 15.51GiB",0.65%,"591MB / 689MB","0B / 0B",40
1740724809,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,28.91%,"2.885GiB / 15.51GiB",18.60%,"340MB / 358MB","0B / 0B",871
1740724809,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.36%,"800.7MiB / 15.51GiB",5.04%,"39.9MB / 94.6MB","0B / 0B",248
1740724809,e192d5341051,reverse-proxy-api-1,e192d5341051,130.25%,"174.5MiB / 1GiB",17.04%,"397MB / 229MB","0B / 0B",45
1740724819,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.68%,"103.3MiB / 15.51GiB",0.65%,"596MB / 694MB","0B / 0B",40
1740724819,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,43.78%,"2.94GiB / 15.51GiB",18.96%,"342MB / 361MB","0B / 0B",871
1740724819,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.52%,"801.2MiB / 15.51GiB",5.05%,"40MB / 94.6MB","0B / 0B",248
1740724819,e192d5341051,reverse-proxy-api-1,e192d5341051,132.09%,"179.2MiB / 1GiB",17.50%,"400MB / 231MB","0B / 0B",61
1740724831,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.50%,"103.4MiB / 15.51GiB",0.65%,"600MB / 700MB","0B / 0B",40
1740724831,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,78.41%,"3.052GiB / 15.51GiB",19.68%,"344MB / 363MB","0B / 0B",871
1740724831,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.82%,"801.8MiB / 15.51GiB",5.05%,"40.2MB / 94.7MB","0B / 0B",248
1740724831,e192d5341051,reverse-proxy-api-1,e192d5341051,134.69%,"199.4MiB / 1GiB",19.47%,"403MB / 232MB","0B / 0B",60
1740724843,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,32.65%,"103.4MiB / 15.51GiB",0.65%,"605MB / 705MB","0B / 0B",40
1740724843,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,63.43%,"3.163GiB / 15.51GiB",20.40%,"345MB / 366MB","0B / 0B",871
1740724843,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.82%,"802.7MiB / 15.51GiB",5.05%,"40.4MB / 94.7MB","0B / 0B",248
1740724843,e192d5341051,reverse-proxy-api-1,e192d5341051,133.04%,"183.7MiB / 1GiB",17.94%,"406MB / 234MB","0B / 0B",61
1740724853,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.85%,"103.2MiB / 15.51GiB",0.65%,"609MB / 710MB","0B / 0B",40
1740724853,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,38.78%,"3.266GiB / 15.51GiB",21.06%,"347MB / 369MB","0B / 0B",872
1740724853,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.64%,"803.2MiB / 15.51GiB",5.06%,"40.5MB / 94.7MB","0B / 0B",248
1740724853,e192d5341051,reverse-proxy-api-1,e192d5341051,136.40%,"175.8MiB / 1GiB",17.17%,"409MB / 236MB","0B / 0B",61
1740724865,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.41%,"103.5MiB / 15.51GiB",0.65%,"614MB / 715MB","0B / 0B",40
1740724865,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,23.80%,"3.312GiB / 15.51GiB",21.36%,"349MB / 371MB","0B / 0B",880
1740724865,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.64%,"804MiB / 15.51GiB",5.06%,"40.7MB / 94.8MB","0B / 0B",248
1740724865,e192d5341051,reverse-proxy-api-1,e192d5341051,130.12%,"183.4MiB / 1GiB",17.91%,"412MB / 238MB","0B / 0B",61
1740724877,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,12.06%,"103.4MiB / 15.51GiB",0.65%,"618MB / 721MB","0B / 0B",40
1740724877,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,23.79%,"3.363GiB / 15.51GiB",21.69%,"351MB / 374MB","0B / 0B",872
1740724877,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.60%,"804.6MiB / 15.51GiB",5.07%,"40.9MB / 94.8MB","0B / 0B",248
1740724877,e192d5341051,reverse-proxy-api-1,e192d5341051,135.79%,"176.1MiB / 1GiB",17.20%,"415MB / 239MB","0B / 0B",56
1740724887,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.67%,"103.3MiB / 15.51GiB",0.65%,"623MB / 726MB","0B / 0B",40
1740724887,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,19.76%,"3.377GiB / 15.51GiB",21.77%,"353MB / 376MB","0B / 0B",900
1740724887,b424db67d982,reverse-proxy-controller-1,b424db67d982,2.57%,"805.5MiB / 15.51GiB",5.07%,"41MB / 94.9MB","0B / 0B",248
1740724887,e192d5341051,reverse-proxy-api-1,e192d5341051,135.04%,"184.7MiB / 1GiB",18.04%,"418MB / 241MB","0B / 0B",60
1740724900,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.11%,"103.4MiB / 15.51GiB",0.65%,"627MB / 731MB","0B / 0B",40
1740724900,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.39%,"3.393GiB / 15.51GiB",21.88%,"355MB / 379MB","0B / 0B",871
1740724900,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.06%,"806MiB / 15.51GiB",5.08%,"41.2MB / 94.9MB","0B / 0B",248
1740724900,e192d5341051,reverse-proxy-api-1,e192d5341051,129.20%,"187.9MiB / 1GiB",18.35%,"421MB / 243MB","0B / 0B",50
1740724909,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,26.96%,"103.3MiB / 15.51GiB",0.65%,"632MB / 736MB","0B / 0B",40
1740724909,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,22.55%,"3.46GiB / 15.51GiB",22.31%,"357MB / 382MB","0B / 0B",871
1740724909,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.70%,"806.6MiB / 15.51GiB",5.08%,"41.3MB / 95MB","0B / 0B",248
1740724909,e192d5341051,reverse-proxy-api-1,e192d5341051,121.47%,"184.7MiB / 1GiB",18.03%,"424MB / 244MB","0B / 0B",60
1740724922,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.61%,"103.1MiB / 15.51GiB",0.65%,"636MB / 741MB","0B / 0B",40
1740724922,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,20.11%,"3.554GiB / 15.51GiB",22.92%,"359MB / 384MB","0B / 0B",871
1740724922,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.69%,"807.4MiB / 15.51GiB",5.08%,"41.5MB / 95MB","0B / 0B",248
1740724922,e192d5341051,reverse-proxy-api-1,e192d5341051,130.38%,"189.2MiB / 1GiB",18.48%,"427MB / 246MB","0B / 0B",56
1740724934,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.47%,"103.2MiB / 15.51GiB",0.65%,"640MB / 746MB","0B / 0B",40
1740724934,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,19.76%,"3.656GiB / 15.51GiB",23.58%,"361MB / 387MB","0B / 0B",871
1740724934,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.66%,"808MiB / 15.51GiB",5.09%,"41.7MB / 95.1MB","0B / 0B",248
1740724934,e192d5341051,reverse-proxy-api-1,e192d5341051,124.24%,"180MiB / 1GiB",17.57%,"430MB / 247MB","0B / 0B",47
1740724944,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.04%,"103.1MiB / 15.51GiB",0.65%,"645MB / 751MB","0B / 0B",40
1740724944,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,23.13%,"3.789GiB / 15.51GiB",24.43%,"363MB / 389MB","0B / 0B",871
1740724944,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.72%,"809.4MiB / 15.51GiB",5.10%,"41.8MB / 95.1MB","0B / 0B",248
1740724944,e192d5341051,reverse-proxy-api-1,e192d5341051,123.90%,"186.1MiB / 1GiB",18.18%,"433MB / 249MB","0B / 0B",61
1740724956,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.87%,"103.4MiB / 15.51GiB",0.65%,"649MB / 757MB","0B / 0B",40
1740724956,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,28.70%,"3.919GiB / 15.51GiB",25.27%,"365MB / 392MB","0B / 0B",871
1740724956,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.68%,"809.9MiB / 15.51GiB",5.10%,"42MB / 95.2MB","0B / 0B",248
1740724956,e192d5341051,reverse-proxy-api-1,e192d5341051,130.91%,"186.9MiB / 1GiB",18.25%,"436MB / 251MB","0B / 0B",57
1740724968,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.30%,"103.2MiB / 15.51GiB",0.65%,"654MB / 762MB","0B / 0B",40
1740724968,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.97%,"4.03GiB / 15.51GiB",25.98%,"367MB / 395MB","0B / 0B",871
1740724968,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.60%,"810.5MiB / 15.51GiB",5.10%,"42.2MB / 95.2MB","0B / 0B",248
1740724968,e192d5341051,reverse-proxy-api-1,e192d5341051,127.45%,"179.9MiB / 1GiB",17.57%,"439MB / 253MB","0B / 0B",61
1740724978,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.17%,"103.2MiB / 15.51GiB",0.65%,"658MB / 767MB","0B / 0B",40
1740724978,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,22.39%,"4.14GiB / 15.51GiB",26.69%,"369MB / 397MB","0B / 0B",871
1740724978,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.96%,"811.6MiB / 15.51GiB",5.11%,"42.3MB / 95.3MB","0B / 0B",248
1740724978,e192d5341051,reverse-proxy-api-1,e192d5341051,119.64%,"178.3MiB / 1GiB",17.42%,"441MB / 254MB","0B / 0B",55
1740724990,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.19%,"103MiB / 15.51GiB",0.65%,"663MB / 772MB","0B / 0B",40
1740724990,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.61%,"4.242GiB / 15.51GiB",27.35%,"371MB / 400MB","0B / 0B",871
1740724990,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.80%,"812.1MiB / 15.51GiB",5.11%,"42.5MB / 95.3MB","0B / 0B",248
1740724990,e192d5341051,reverse-proxy-api-1,e192d5341051,123.32%,"183.4MiB / 1GiB",17.91%,"444MB / 256MB","0B / 0B",60
1740725000,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,14.87%,"103.2MiB / 15.51GiB",0.65%,"667MB / 777MB","0B / 0B",40
1740725000,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,19.84%,"4.324GiB / 15.51GiB",27.88%,"373MB / 403MB","0B / 0B",871
1740725000,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.78%,"812.9MiB / 15.51GiB",5.12%,"42.6MB / 95.4MB","0B / 0B",248
1740725000,e192d5341051,reverse-proxy-api-1,e192d5341051,129.25%,"179.4MiB / 1GiB",17.52%,"447MB / 257MB","0B / 0B",48
1740725012,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.09%,"102.5MiB / 15.51GiB",0.65%,"668MB / 778MB","0B / 0B",40
1740725012,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.08%,"266.4MiB / 15.51GiB",1.68%,"373MB / 403MB","0B / 0B",47
1740725012,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.45%,"812.2MiB / 15.51GiB",5.11%,"42.7MB / 95.4MB","0B / 0B",236
1740725012,e192d5341051,reverse-proxy-api-1,e192d5341051,0.11%,"175.5MiB / 1GiB",17.14%,"447MB / 258MB","0B / 0B",55
