Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1740724253,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,4.17%,"99.01MiB / 15.51GiB",0.62%,"461MB / 540MB","0B / 0B",40
1740724253,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,55.90%,"2.268GiB / 15.51GiB",14.62%,"281MB / 279MB","0B / 0B",845
1740724253,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.17%,"808.6MiB / 15.51GiB",5.09%,"34MB / 92.7MB","0B / 0B",248
1740724253,e192d5341051,reverse-proxy-api-1,e192d5341051,52.78%,"167.2MiB / 1GiB",16.33%,"316MB / 183MB","0B / 0B",25
1740724266,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,6.97%,"100.9MiB / 15.51GiB",0.64%,"463MB / 542MB","0B / 0B",40
1740724266,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,76.39%,"2.353GiB / 15.51GiB",15.18%,"282MB / 280MB","0B / 0B",836
1740724266,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.69%,"809.1MiB / 15.51GiB",5.10%,"34.1MB / 92.7MB","0B / 0B",248
1740724266,e192d5341051,reverse-proxy-api-1,e192d5341051,89.81%,"165.4MiB / 1GiB",16.15%,"317MB / 184MB","0B / 0B",33
1740724276,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.29%,"101.1MiB / 15.51GiB",0.64%,"466MB / 546MB","0B / 0B",40
1740724276,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,97.85%,"2.466GiB / 15.51GiB",15.90%,"283MB / 282MB","0B / 0B",824
1740724276,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.78%,"810.3MiB / 15.51GiB",5.10%,"34.3MB / 92.7MB","0B / 0B",247
1740724276,e192d5341051,reverse-proxy-api-1,e192d5341051,120.42%,"171.5MiB / 1GiB",16.75%,"319MB / 185MB","0B / 0B",41
1740724288,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,8.61%,"101.4MiB / 15.51GiB",0.64%,"470MB / 550MB","0B / 0B",40
1740724288,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,44.55%,"2.464GiB / 15.51GiB",15.89%,"285MB / 284MB","0B / 0B",821
1740724288,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.74%,"810.9MiB / 15.51GiB",5.11%,"34.5MB / 92.8MB","0B / 0B",247
1740724288,e192d5341051,reverse-proxy-api-1,e192d5341051,121.84%,"169.8MiB / 1GiB",16.59%,"322MB / 187MB","0B / 0B",45
1740724300,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.00%,"101.8MiB / 15.51GiB",0.64%,"474MB / 555MB","0B / 0B",40
1740724300,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,104.44%,"2.533GiB / 15.51GiB",16.33%,"287MB / 287MB","0B / 0B",821
1740724300,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.99%,"812.2MiB / 15.51GiB",5.11%,"34.6MB / 92.8MB","0B / 0B",248
1740724300,e192d5341051,reverse-proxy-api-1,e192d5341051,119.72%,"177.5MiB / 1GiB",17.34%,"324MB / 188MB","0B / 0B",51
1740724310,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,8.61%,"102.1MiB / 15.51GiB",0.64%,"478MB / 559MB","0B / 0B",40
1740724310,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,67.30%,"2.636GiB / 15.51GiB",17.00%,"289MB / 289MB","0B / 0B",821
1740724310,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.78%,"812.8MiB / 15.51GiB",5.12%,"34.8MB / 92.9MB","0B / 0B",248
1740724310,e192d5341051,reverse-proxy-api-1,e192d5341051,117.41%,"187.1MiB / 1GiB",18.27%,"326MB / 189MB","0B / 0B",43
1740724322,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.50%,"102.2MiB / 15.51GiB",0.64%,"482MB / 563MB","0B / 0B",40
1740724322,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,63.26%,"2.701GiB / 15.51GiB",17.41%,"290MB / 292MB","0B / 0B",822
1740724322,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.81%,"813.3MiB / 15.51GiB",5.12%,"34.9MB / 92.9MB","0B / 0B",248
1740724322,e192d5341051,reverse-proxy-api-1,e192d5341051,115.81%,"173.7MiB / 1GiB",16.97%,"329MB / 190MB","0B / 0B",43
1740724334,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,8.95%,"102.3MiB / 15.51GiB",0.64%,"486MB / 568MB","0B / 0B",40
1740724334,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,25.90%,"2.781GiB / 15.51GiB",17.93%,"292MB / 294MB","0B / 0B",821
1740724334,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.88%,"814.1MiB / 15.51GiB",5.13%,"35.1MB / 93MB","0B / 0B",248
1740724334,e192d5341051,reverse-proxy-api-1,e192d5341051,114.52%,"173.9MiB / 1GiB",16.99%,"331MB / 192MB","0B / 0B",47
1740724344,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,8.43%,"102.4MiB / 15.51GiB",0.64%,"490MB / 572MB","0B / 0B",40
1740724344,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,32.96%,"2.811GiB / 15.51GiB",18.13%,"294MB / 296MB","0B / 0B",821
1740724344,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.85%,"814.7MiB / 15.51GiB",5.13%,"35.3MB / 93MB","0B / 0B",248
1740724344,e192d5341051,reverse-proxy-api-1,e192d5341051,115.41%,"169.9MiB / 1GiB",16.59%,"334MB / 193MB","0B / 0B",38
1740724356,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.96%,"102.1MiB / 15.51GiB",0.64%,"493MB / 577MB","0B / 0B",40
1740724356,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,27.07%,"2.857GiB / 15.51GiB",18.42%,"296MB / 299MB","0B / 0B",821
1740724356,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.84%,"815.8MiB / 15.51GiB",5.14%,"35.4MB / 93.1MB","0B / 0B",248
1740724356,e192d5341051,reverse-proxy-api-1,e192d5341051,110.97%,"183.3MiB / 1GiB",17.90%,"336MB / 194MB","0B / 0B",41
1740724366,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.93%,"102.1MiB / 15.51GiB",0.64%,"497MB / 581MB","0B / 0B",40
1740724366,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,28.73%,"2.95GiB / 15.51GiB",19.02%,"297MB / 301MB","0B / 0B",821
1740724366,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.63%,"816.5MiB / 15.51GiB",5.14%,"35.6MB / 93.1MB","0B / 0B",248
1740724366,e192d5341051,reverse-proxy-api-1,e192d5341051,118.86%,"180.8MiB / 1GiB",17.66%,"338MB / 196MB","0B / 0B",46
1740724378,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.00%,"102.1MiB / 15.51GiB",0.64%,"501MB / 585MB","0B / 0B",40
1740724378,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,25.63%,"3.094GiB / 15.51GiB",19.95%,"299MB / 303MB","0B / 0B",821
1740724378,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.11%,"817.3MiB / 15.51GiB",5.15%,"35.8MB / 93.2MB","0B / 0B",248
1740724378,e192d5341051,reverse-proxy-api-1,e192d5341051,117.28%,"174.6MiB / 1GiB",17.05%,"341MB / 197MB","0B / 0B",40
1740724390,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.66%,"102.1MiB / 15.51GiB",0.64%,"505MB / 590MB","0B / 0B",40
1740724390,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,51.46%,"3.259GiB / 15.51GiB",21.02%,"301MB / 306MB","0B / 0B",821
1740724390,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.80%,"818.1MiB / 15.51GiB",5.15%,"35.9MB / 93.2MB","0B / 0B",248
1740724390,e192d5341051,reverse-proxy-api-1,e192d5341051,110.94%,"178MiB / 1GiB",17.38%,"343MB / 198MB","0B / 0B",61
1740724400,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,8.62%,"102.2MiB / 15.51GiB",0.64%,"509MB / 594MB","0B / 0B",40
1740724400,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,22.82%,"3.371GiB / 15.51GiB",21.74%,"303MB / 308MB","0B / 0B",821
1740724400,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.75%,"797MiB / 15.51GiB",5.02%,"36.1MB / 93.3MB","0B / 0B",247
1740724400,e192d5341051,reverse-proxy-api-1,e192d5341051,114.59%,"177.8MiB / 1GiB",17.36%,"345MB / 200MB","0B / 0B",60
1740724412,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.73%,"102.3MiB / 15.51GiB",0.64%,"513MB / 599MB","0B / 0B",40
1740724412,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,167.01%,"3.493GiB / 15.51GiB",22.52%,"304MB / 311MB","0B / 0B",837
1740724412,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.69%,"797.7MiB / 15.51GiB",5.02%,"36.2MB / 93.3MB","0B / 0B",248
