DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 03:48:09,45,31,0,1022.355,69.718,15.5,6,93,0,0,3.452,12.581
2025-03-04 03:48:11,84,118,0,1007.017,60.221,59,6,354,0,0,0.78,8.5
2025-03-04 03:48:13,126,174,0,1013,60.377,87,6,522,0,0,0.678,9.477
2025-03-04 03:48:15,166,270,0,1005.548,69.4,135,6,810,0,0,0.556,6.504
2025-03-04 03:48:17,205,350,0,1008.297,62.133,175,6,1050,0,0,0.451,8.5
2025-03-04 03:48:19,247,434,0,1006.77,63.443,217,6,1302,0,0,0.422,8.369
2025-03-04 03:48:21,285,507,0,1003.574,63.697,253.5,6,1521,0,0,0.349,8.193
2025-03-04 03:48:23,326,582,0,1011.292,66.469,291,6,1746,0,0,0.345,8.84
2025-03-04 03:48:25,368,665,0,1012.099,64.768,332.5,6,1995,0,0,0.322,10.995
2025-03-04 03:48:27,408,744,0,1016.751,65.674,372,6,2232,0,0,0.32,14.163
2025-03-04 03:48:29,446,818,0,1018.638,63.488,409,6,2454,0,0,0.298,14.138
2025-03-04 03:48:31,486,879,0,1021.452,65.742,439.5,6,2637,0,0,0.278,20.886
2025-03-04 03:48:33,526,901,0,1068.531,79.996,450.5,6,2703,0,0,0.286,67.553
2025-03-04 03:48:35,566,902,0,1160.437,78.951,451,6,2706,0,0,0.244,159.324
2025-03-04 03:48:37,607,927,0,1211.091,76.715,463.5,6,2781,0,0,0.221,211.935
2025-03-04 03:48:39,644,948,0,1283.399,73.471,474,6,2844,0,0,0.227,281.522
2025-03-04 03:48:41,687,917,0,1372.372,75.679,458.5,6,2751,0,0,0.242,375.761
2025-03-04 03:48:43,726,939,0,1458.793,73.879,469.5,6,2817,0,0,0.245,455.272
2025-03-04 03:48:45,767,920,0,1561.283,78.956,460,6,2760,0,0,0.253,562.672
