DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 05:18:29,568208e4829c,reverse-proxy-agent-1,568208e4829c,49.06%,"2.731GiB / 15.51GiB",17.61%,"292MB / 291MB","0B / 0B",1321
2025-03-04 05:18:29,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.68%,"876.8MiB / 15.51GiB",5.52%,"28.9MB / 92.4MB","0B / 0B",257
2025-03-04 05:18:29,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,140.92%,"240.8MiB / 1GiB",23.52%,"340MB / 199MB","0B / 0B",60
2025-03-04 05:18:41,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,56.62%,"115.9MiB / 15.51GiB",0.73%,"493MB / 578MB","0B / 0B",40
2025-03-04 05:18:41,568208e4829c,reverse-proxy-agent-1,568208e4829c,34.13%,"2.767GiB / 15.51GiB",17.84%,"294MB / 293MB","0B / 0B",1321
2025-03-04 05:18:41,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.81%,"877.4MiB / 15.51GiB",5.53%,"29.1MB / 92.4MB","0B / 0B",258
2025-03-04 05:18:41,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,145.17%,"234.9MiB / 1GiB",22.93%,"343MB / 201MB","0B / 0B",60
2025-03-04 05:18:53,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,11.63%,"115.3MiB / 15.51GiB",0.73%,"497MB / 584MB","0B / 0B",40
2025-03-04 05:18:53,568208e4829c,reverse-proxy-agent-1,568208e4829c,84.50%,"2.828GiB / 15.51GiB",18.23%,"296MB / 296MB","0B / 0B",1324
2025-03-04 05:18:53,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.96%,"878.3MiB / 15.51GiB",5.53%,"29.3MB / 92.5MB","0B / 0B",258
2025-03-04 05:18:53,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,144.48%,"213.4MiB / 1GiB",20.84%,"346MB / 203MB","0B / 0B",60
2025-03-04 05:19:05,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,11.31%,"115.8MiB / 15.51GiB",0.73%,"502MB / 589MB","0B / 0B",40
2025-03-04 05:19:05,568208e4829c,reverse-proxy-agent-1,568208e4829c,31.43%,"2.951GiB / 15.51GiB",19.03%,"298MB / 299MB","0B / 0B",1321
2025-03-04 05:19:05,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.69%,"878.8MiB / 15.51GiB",5.53%,"29.4MB / 92.5MB","0B / 0B",258
2025-03-04 05:19:05,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,149.17%,"215.5MiB / 1GiB",21.04%,"350MB / 205MB","0B / 0B",60
2025-03-04 05:19:17,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.11%,"113.6MiB / 15.51GiB",0.72%,"506MB / 594MB","0B / 0B",40
2025-03-04 05:19:17,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.08%,"259.2MiB / 15.51GiB",1.63%,"300MB / 302MB","0B / 0B",46
2025-03-04 05:19:17,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.04%,"878.1MiB / 15.51GiB",5.53%,"29.6MB / 92.6MB","0B / 0B",246
2025-03-04 05:19:17,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.13%,"203.2MiB / 1GiB",19.84%,"352MB / 206MB","0B / 0B",60
