DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 02:55:54,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.11%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:56:06,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.08%,"110.5MiB / 15.51GiB",0.70%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:56:06,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.17%,"244.8MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:56:06,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.61%,"873.2MiB / 15.51GiB",5.50%,"11.5MB / 86MB","0B / 0B",237
2025-03-04 02:56:06,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.07%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:56:18,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.10%,"110.2MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:56:18,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.10%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:56:18,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.14%,"874.1MiB / 15.51GiB",5.50%,"11.5MB / 86MB","0B / 0B",237
2025-03-04 02:56:18,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.06%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:56:30,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.09%,"110.2MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:56:30,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.08%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:56:30,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.50%,"874.8MiB / 15.51GiB",5.51%,"11.6MB / 86MB","0B / 0B",237
2025-03-04 02:56:30,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.08%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:56:42,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.11%,"110.2MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:56:42,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.12%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:56:42,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,4.25%,"875.6MiB / 15.51GiB",5.51%,"11.6MB / 86MB","0B / 0B",238
2025-03-04 02:56:42,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.09%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:56:54,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.09%,"110.2MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:56:54,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.10%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:56:54,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.59%,"876.7MiB / 15.51GiB",5.52%,"11.6MB / 86MB","0B / 0B",238
2025-03-04 02:56:54,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.10%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:57:06,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.13%,"110.2MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:57:06,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.22%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:57:06,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.66%,"877.3MiB / 15.51GiB",5.52%,"11.6MB / 86MB","0B / 0B",238
2025-03-04 02:57:06,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.09%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:57:18,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.08%,"110.2MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:57:18,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.11%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:57:18,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.74%,"878.5MiB / 15.51GiB",5.53%,"11.6MB / 86MB","0B / 0B",238
2025-03-04 02:57:18,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.07%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:57:30,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.15%,"110.3MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:57:30,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.10%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:57:30,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.67%,"879MiB / 15.51GiB",5.54%,"11.6MB / 86MB","0B / 0B",238
2025-03-04 02:57:30,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.08%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:57:42,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.09%,"110.3MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:57:42,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.09%,"244.7MiB / 15.51GiB",1.54%,"175MB / 126MB","0B / 0B",36
2025-03-04 02:57:42,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.83%,"879.8MiB / 15.51GiB",5.54%,"11.6MB / 86MB","0B / 0B",237
2025-03-04 02:57:42,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.06%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:57:55,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.08%,"110.3MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:57:55,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.08%,"244.7MiB / 15.51GiB",1.54%,"175MB / 127MB","0B / 0B",36
2025-03-04 02:57:55,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.46%,"880.3MiB / 15.51GiB",5.54%,"11.6MB / 86MB","0B / 0B",237
2025-03-04 02:57:55,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.06%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:58:07,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.10%,"109.6MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:58:07,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.09%,"244.7MiB / 15.51GiB",1.54%,"175MB / 127MB","0B / 0B",36
2025-03-04 02:58:07,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.53%,"880.9MiB / 15.51GiB",5.55%,"11.6MB / 86MB","0B / 0B",237
2025-03-04 02:58:07,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.08%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
2025-03-04 02:58:19,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.09%,"109.6MiB / 15.51GiB",0.69%,"219MB / 258MB","0B / 0B",39
2025-03-04 02:58:19,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.09%,"244.7MiB / 15.51GiB",1.54%,"175MB / 127MB","0B / 0B",36
2025-03-04 02:58:19,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.54%,"881.8MiB / 15.51GiB",5.55%,"11.6MB / 86MB","0B / 0B",237
2025-03-04 02:58:19,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.07%,"199.9MiB / 1GiB",19.52%,"154MB / 90.4MB","0B / 0B",60
