DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 05:04:17,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.11%,"109.6MiB / 15.51GiB",0.69%,"384MB / 451MB","0B / 0B",40
2025-03-04 05:04:17,568208e4829c,reverse-proxy-agent-1,568208e4829c,1522.65%,"2.161GiB / 15.51GiB",13.94%,"248MB / 230MB","0B / 0B",907
2025-03-04 05:04:17,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.93%,"896.1MiB / 15.51GiB",5.64%,"23.7MB / 90.2MB","0B / 0B",258
2025-03-04 05:04:17,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.11%,"195.4MiB / 1GiB",19.08%,"268MB / 157MB","0B / 0B",21
2025-03-04 05:04:29,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,5.14%,"109.7MiB / 15.51GiB",0.69%,"385MB / 451MB","0B / 0B",40
2025-03-04 05:04:29,568208e4829c,reverse-proxy-agent-1,568208e4829c,59.98%,"2.436GiB / 15.51GiB",15.71%,"248MB / 230MB","0B / 0B",1494
2025-03-04 05:04:29,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.86%,"896.8MiB / 15.51GiB",5.65%,"23.8MB / 90.3MB","0B / 0B",258
2025-03-04 05:04:29,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,68.33%,"197.4MiB / 1GiB",19.28%,"268MB / 157MB","0B / 0B",28
2025-03-04 05:04:41,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,9.47%,"110.6MiB / 15.51GiB",0.70%,"387MB / 455MB","0B / 0B",40
2025-03-04 05:04:41,568208e4829c,reverse-proxy-agent-1,568208e4829c,81.12%,"2.475GiB / 15.51GiB",15.96%,"249MB / 232MB","0B / 0B",1493
2025-03-04 05:04:41,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.78%,"897.2MiB / 15.51GiB",5.65%,"24MB / 90.3MB","0B / 0B",257
2025-03-04 05:04:41,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,130.14%,"198.1MiB / 1GiB",19.35%,"270MB / 158MB","0B / 0B",38
2025-03-04 05:04:53,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,12.81%,"112.2MiB / 15.51GiB",0.71%,"392MB / 460MB","0B / 0B",40
2025-03-04 05:04:53,568208e4829c,reverse-proxy-agent-1,568208e4829c,61.00%,"2.553GiB / 15.51GiB",16.46%,"251MB / 235MB","0B / 0B",1480
2025-03-04 05:04:53,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.01%,"898.1MiB / 15.51GiB",5.66%,"24.2MB / 90.4MB","0B / 0B",257
2025-03-04 05:04:53,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,146.53%,"230.7MiB / 1GiB",22.52%,"273MB / 160MB","0B / 0B",61
2025-03-04 05:05:05,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,12.98%,"113.9MiB / 15.51GiB",0.72%,"397MB / 466MB","0B / 0B",40
2025-03-04 05:05:05,568208e4829c,reverse-proxy-agent-1,568208e4829c,75.50%,"2.654GiB / 15.51GiB",17.11%,"253MB / 238MB","0B / 0B",1480
2025-03-04 05:05:05,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.43%,"898.8MiB / 15.51GiB",5.66%,"24.4MB / 90.4MB","0B / 0B",257
2025-03-04 05:05:05,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,147.84%,"240MiB / 1GiB",23.44%,"277MB / 162MB","0B / 0B",60
2025-03-04 05:05:17,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,51.64%,"115.7MiB / 15.51GiB",0.73%,"402MB / 472MB","0B / 0B",40
2025-03-04 05:05:17,568208e4829c,reverse-proxy-agent-1,568208e4829c,68.19%,"2.775GiB / 15.51GiB",17.89%,"255MB / 240MB","0B / 0B",1480
2025-03-04 05:05:17,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.81%,"899.3MiB / 15.51GiB",5.66%,"24.5MB / 90.5MB","0B / 0B",257
2025-03-04 05:05:17,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,142.88%,"243.4MiB / 1GiB",23.77%,"280MB / 164MB","0B / 0B",60
2025-03-04 05:05:29,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,50.10%,"116.1MiB / 15.51GiB",0.73%,"407MB / 477MB","0B / 0B",40
2025-03-04 05:05:29,568208e4829c,reverse-proxy-agent-1,568208e4829c,50.02%,"2.79GiB / 15.51GiB",17.99%,"257MB / 243MB","0B / 0B",1480
2025-03-04 05:05:29,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.80%,"870.1MiB / 15.51GiB",5.48%,"24.7MB / 90.5MB","0B / 0B",255
2025-03-04 05:05:29,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,145.40%,"239.7MiB / 1GiB",23.40%,"283MB / 166MB","0B / 0B",60
2025-03-04 05:05:41,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,59.37%,"116.6MiB / 15.51GiB",0.73%,"412MB / 483MB","0B / 0B",40
2025-03-04 05:05:41,568208e4829c,reverse-proxy-agent-1,568208e4829c,32.52%,"2.846GiB / 15.51GiB",18.35%,"259MB / 245MB","0B / 0B",1480
2025-03-04 05:05:41,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.16%,"871.4MiB / 15.51GiB",5.49%,"24.9MB / 90.6MB","0B / 0B",254
2025-03-04 05:05:41,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,142.36%,"236.2MiB / 1GiB",23.06%,"287MB / 168MB","0B / 0B",60
2025-03-04 05:05:53,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,12.94%,"115.3MiB / 15.51GiB",0.73%,"416MB / 488MB","0B / 0B",40
2025-03-04 05:05:53,568208e4829c,reverse-proxy-agent-1,568208e4829c,71.64%,"2.975GiB / 15.51GiB",19.18%,"261MB / 248MB","0B / 0B",1486
2025-03-04 05:05:53,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.92%,"871.4MiB / 15.51GiB",5.49%,"25.1MB / 90.6MB","0B / 0B",254
2025-03-04 05:05:53,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,142.53%,"216.9MiB / 1GiB",21.18%,"290MB / 170MB","0B / 0B",60
2025-03-04 05:06:05,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,12.45%,"116.4MiB / 15.51GiB",0.73%,"421MB / 494MB","0B / 0B",40
2025-03-04 05:06:05,568208e4829c,reverse-proxy-agent-1,568208e4829c,44.17%,"3.094GiB / 15.51GiB",19.95%,"263MB / 251MB","0B / 0B",1480
2025-03-04 05:06:05,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.70%,"871.6MiB / 15.51GiB",5.49%,"25.2MB / 90.7MB","0B / 0B",254
2025-03-04 05:06:05,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,149.90%,"219.4MiB / 1GiB",21.42%,"294MB / 172MB","0B / 0B",60
2025-03-04 05:06:17,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.13%,"113.3MiB / 15.51GiB",0.71%,"425MB / 498MB","0B / 0B",40
2025-03-04 05:06:17,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.26%,"258.9MiB / 15.51GiB",1.63%,"265MB / 254MB","0B / 0B",46
2025-03-04 05:06:17,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.73%,"871.5MiB / 15.51GiB",5.49%,"25.4MB / 90.7MB","0B / 0B",242
2025-03-04 05:06:17,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.09%,"204MiB / 1GiB",19.92%,"296MB / 173MB","0B / 0B",60
2025-03-04 05:06:30,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.11%,"112.7MiB / 15.51GiB",0.71%,"425MB / 498MB","0B / 0B",40
2025-03-04 05:06:30,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.18%,"258.9MiB / 15.51GiB",1.63%,"265MB / 254MB","0B / 0B",46
2025-03-04 05:06:30,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.53%,"872MiB / 15.51GiB",5.49%,"25.4MB / 90.8MB","0B / 0B",242
2025-03-04 05:06:30,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,0.10%,"203.9MiB / 1GiB",19.91%,"296MB / 173MB","0B / 0B",60
2025-03-04 05:06:42,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,0.11%,"112MiB / 15.51GiB",0.71%,"425MB / 498MB","0B / 0B",40
2025-03-04 05:06:42,568208e4829c,reverse-proxy-agent-1,568208e4829c,0.13%,"258.9MiB / 15.51GiB",1.63%,"265MB / 254MB","0B / 0B",46
