Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1740726374,e192d5341051,reverse-proxy-api-1,e192d5341051,123.69%,"178MiB / 1GiB",17.39%,"619MB / 354MB","0B / 0B",57
1740726384,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.03%,"104.5MiB / 15.51GiB",0.66%,"943MB / 1.09GB","0B / 0B",40
1740726384,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.52%,"3.298GiB / 15.51GiB",21.26%,"496MB / 570MB","0B / 0B",861
1740726384,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.58%,"816.1MiB / 15.51GiB",5.14%,"55.1MB / 99.9MB","0B / 0B",251
1740726384,e192d5341051,reverse-proxy-api-1,e192d5341051,124.65%,"193.5MiB / 1GiB",18.90%,"621MB / 355MB","0B / 0B",60
1740726396,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.84%,"104.6MiB / 15.51GiB",0.66%,"947MB / 1.1GB","0B / 0B",40
1740726396,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,23.72%,"3.363GiB / 15.51GiB",21.68%,"498MB / 572MB","0B / 0B",861
1740726396,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.03%,"817MiB / 15.51GiB",5.14%,"55.3MB / 99.9MB","0B / 0B",251
1740726396,e192d5341051,reverse-proxy-api-1,e192d5341051,128.67%,"176.9MiB / 1GiB",17.28%,"624MB / 357MB","0B / 0B",55
1740726408,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.61%,"104.5MiB / 15.51GiB",0.66%,"952MB / 1.1GB","0B / 0B",40
1740726408,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.41%,"3.452GiB / 15.51GiB",22.26%,"500MB / 575MB","0B / 0B",865
1740726408,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.56%,"799.4MiB / 15.51GiB",5.03%,"55.4MB / 100MB","0B / 0B",250
1740726408,e192d5341051,reverse-proxy-api-1,e192d5341051,120.10%,"174.6MiB / 1GiB",17.05%,"627MB / 358MB","0B / 0B",45
1740726418,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.47%,"104.4MiB / 15.51GiB",0.66%,"956MB / 1.11GB","0B / 0B",40
1740726418,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,19.78%,"3.566GiB / 15.51GiB",22.99%,"502MB / 577MB","0B / 0B",864
1740726418,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.83%,"800MiB / 15.51GiB",5.04%,"55.6MB / 100MB","0B / 0B",250
1740726418,e192d5341051,reverse-proxy-api-1,e192d5341051,130.57%,"172MiB / 1GiB",16.80%,"630MB / 360MB","0B / 0B",54
1740726430,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.89%,"104.3MiB / 15.51GiB",0.66%,"960MB / 1.11GB","0B / 0B",40
1740726430,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.24%,"3.703GiB / 15.51GiB",23.88%,"504MB / 580MB","0B / 0B",861
1740726430,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.52%,"800.8MiB / 15.51GiB",5.04%,"55.8MB / 100MB","0B / 0B",252
1740726430,e192d5341051,reverse-proxy-api-1,e192d5341051,132.35%,"182.1MiB / 1GiB",17.78%,"632MB / 361MB","0B / 0B",55
1740726442,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,8.53%,"104.4MiB / 15.51GiB",0.66%,"965MB / 1.12GB","0B / 0B",40
1740726442,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,25.92%,"3.829GiB / 15.51GiB",24.69%,"506MB / 582MB","0B / 0B",861
1740726442,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.69%,"801.4MiB / 15.51GiB",5.05%,"55.9MB / 100MB","0B / 0B",252
1740726442,e192d5341051,reverse-proxy-api-1,e192d5341051,122.78%,"183MiB / 1GiB",17.87%,"635MB / 363MB","0B / 0B",57
1740726452,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.04%,"104.5MiB / 15.51GiB",0.66%,"969MB / 1.12GB","0B / 0B",40
1740726452,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,20.56%,"3.883GiB / 15.51GiB",25.04%,"508MB / 585MB","0B / 0B",861
1740726452,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.64%,"802.6MiB / 15.51GiB",5.05%,"56.1MB / 100MB","0B / 0B",252
1740726452,e192d5341051,reverse-proxy-api-1,e192d5341051,128.41%,"172.8MiB / 1GiB",16.87%,"638MB / 365MB","0B / 0B",60
1740726464,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.75%,"104.6MiB / 15.51GiB",0.66%,"973MB / 1.13GB","0B / 0B",40
1740726464,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,19.87%,"3.928GiB / 15.51GiB",25.33%,"510MB / 588MB","0B / 0B",861
1740726464,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.56%,"803.2MiB / 15.51GiB",5.06%,"56.3MB / 100MB","0B / 0B",252
1740726464,e192d5341051,reverse-proxy-api-1,e192d5341051,128.86%,"177.3MiB / 1GiB",17.31%,"641MB / 366MB","0B / 0B",61
1740726474,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.73%,"104.6MiB / 15.51GiB",0.66%,"978MB / 1.13GB","0B / 0B",40
1740726474,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,20.15%,"3.969GiB / 15.51GiB",25.59%,"512MB / 590MB","0B / 0B",861
1740726474,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.77%,"804.2MiB / 15.51GiB",5.06%,"56.4MB / 100MB","0B / 0B",252
1740726474,e192d5341051,reverse-proxy-api-1,e192d5341051,130.26%,"180.3MiB / 1GiB",17.61%,"644MB / 368MB","0B / 0B",60
1740726486,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.02%,"104.7MiB / 15.51GiB",0.66%,"982MB / 1.14GB","0B / 0B",40
1740726486,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.76%,"4.011GiB / 15.51GiB",25.86%,"514MB / 593MB","0B / 0B",861
1740726486,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.83%,"804.8MiB / 15.51GiB",5.07%,"56.6MB / 100MB","0B / 0B",252
1740726486,e192d5341051,reverse-proxy-api-1,e192d5341051,128.55%,"176.7MiB / 1GiB",17.25%,"647MB / 369MB","0B / 0B",47
1740726498,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.11%,"104.1MiB / 15.51GiB",0.66%,"983MB / 1.14GB","0B / 0B",40
1740726498,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.10%,"266.7MiB / 15.51GiB",1.68%,"514MB / 593MB","0B / 0B",47
1740726498,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.63%,"804.2MiB / 15.51GiB",5.06%,"56.7MB / 100MB","0B / 0B",240
1740726498,e192d5341051,reverse-proxy-api-1,e192d5341051,0.11%,"176.2MiB / 1GiB",17.21%,"647MB / 370MB","0B / 0B",47
