DateTime,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
2025-03-04 05:11:11,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.69%,"890.9MiB / 15.51GiB",5.61%,"26.3MB / 91.3MB","0B / 0B",257
2025-03-04 05:11:11,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,142.42%,"229.9MiB / 1GiB",22.45%,"302MB / 177MB","0B / 0B",61
2025-03-04 05:11:23,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,12.05%,"114.3MiB / 15.51GiB",0.72%,"439MB / 515MB","0B / 0B",40
2025-03-04 05:11:23,568208e4829c,reverse-proxy-agent-1,568208e4829c,105.18%,"2.659GiB / 15.51GiB",17.15%,"271MB / 262MB","0B / 0B",1430
2025-03-04 05:11:23,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,1.02%,"892.2MiB / 15.51GiB",5.62%,"26.5MB / 91.4MB","0B / 0B",257
2025-03-04 05:11:23,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,143.18%,"235.7MiB / 1GiB",23.02%,"305MB / 179MB","0B / 0B",60
2025-03-04 05:11:35,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,49.59%,"115.3MiB / 15.51GiB",0.73%,"443MB / 520MB","0B / 0B",40
2025-03-04 05:11:35,568208e4829c,reverse-proxy-agent-1,568208e4829c,87.42%,"2.845GiB / 15.51GiB",18.34%,"273MB / 265MB","0B / 0B",1430
2025-03-04 05:11:35,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.77%,"893MiB / 15.51GiB",5.62%,"26.6MB / 91.4MB","0B / 0B",256
2025-03-04 05:11:35,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,145.93%,"235.3MiB / 1GiB",22.98%,"309MB / 181MB","0B / 0B",60
2025-03-04 05:11:47,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,50.38%,"115.9MiB / 15.51GiB",0.73%,"448MB / 526MB","0B / 0B",40
2025-03-04 05:11:47,568208e4829c,reverse-proxy-agent-1,568208e4829c,52.10%,"2.925GiB / 15.51GiB",18.86%,"275MB / 267MB","0B / 0B",1430
2025-03-04 05:11:47,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.80%,"893.5MiB / 15.51GiB",5.63%,"26.8MB / 91.5MB","0B / 0B",256
2025-03-04 05:11:47,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,142.16%,"241MiB / 1GiB",23.53%,"312MB / 183MB","0B / 0B",60
2025-03-04 05:11:59,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,35.91%,"116.5MiB / 15.51GiB",0.73%,"453MB / 531MB","0B / 0B",40
2025-03-04 05:11:59,568208e4829c,reverse-proxy-agent-1,568208e4829c,41.11%,"3.011GiB / 15.51GiB",19.42%,"277MB / 270MB","0B / 0B",1430
2025-03-04 05:11:59,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.84%,"894.8MiB / 15.51GiB",5.63%,"27MB / 91.5MB","0B / 0B",256
2025-03-04 05:11:59,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,142.48%,"228.5MiB / 1GiB",22.32%,"315MB / 185MB","0B / 0B",60
2025-03-04 05:12:11,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,13.93%,"116.3MiB / 15.51GiB",0.73%,"457MB / 537MB","0B / 0B",40
2025-03-04 05:12:11,568208e4829c,reverse-proxy-agent-1,568208e4829c,33.12%,"3.075GiB / 15.51GiB",19.83%,"279MB / 273MB","0B / 0B",1433
2025-03-04 05:12:11,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.70%,"895.3MiB / 15.51GiB",5.64%,"27.2MB / 91.6MB","0B / 0B",256
2025-03-04 05:12:11,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,144.41%,"220.6MiB / 1GiB",21.54%,"319MB / 186MB","0B / 0B",60
2025-03-04 05:12:23,12cedceaaf99,reverse-proxy-nginx-proxy-1,12cedceaaf99,32.05%,"115.4MiB / 15.51GiB",0.73%,"462MB / 542MB","0B / 0B",40
2025-03-04 05:12:23,568208e4829c,reverse-proxy-agent-1,568208e4829c,64.07%,"3.198GiB / 15.51GiB",20.62%,"281MB / 276MB","0B / 0B",1430
2025-03-04 05:12:23,9c1c1b8cc435,reverse-proxy-controller-1,9c1c1b8cc435,0.99%,"896.2MiB / 15.51GiB",5.64%,"27.3MB / 91.6MB","0B / 0B",256
2025-03-04 05:12:23,cf7476f1ed45,reverse-proxy-api-1,cf7476f1ed45,140.33%,"217.1MiB / 1GiB",21.20%,"322MB / 188MB","0B / 0B",60
