1740721643,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.69%,"798.8MiB / 15.51GiB",5.03%,"25.4MB / 89.9MB","0B / 0B",245
1740721643,e192d5341051,reverse-proxy-api-1,e192d5341051,139.06%,"188MiB / 1GiB",18.35%,"193MB / 112MB","0B / 0B",60
1740721655,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,12.72%,"106.7MiB / 15.51GiB",0.67%,"291MB / 340MB","0B / 0B",40
1740721655,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,34.35%,"3.427GiB / 15.51GiB",22.10%,"210MB / 181MB","0B / 0B",1043
1740721655,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.00%,"800MiB / 15.51GiB",5.04%,"25.6MB / 89.9MB","0B / 0B",245
1740721655,e192d5341051,reverse-proxy-api-1,e192d5341051,137.18%,"186.2MiB / 1GiB",18.18%,"197MB / 114MB","0B / 0B",61
1740721665,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,29.21%,"105.5MiB / 15.51GiB",0.66%,"296MB / 345MB","0B / 0B",40
1740721665,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,48.53%,"3.445GiB / 15.51GiB",22.21%,"212MB / 184MB","0B / 0B",1021
1740721665,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.82%,"800.5MiB / 15.51GiB",5.04%,"25.7MB / 90MB","0B / 0B",245
1740721665,e192d5341051,reverse-proxy-api-1,e192d5341051,125.51%,"179.4MiB / 1GiB",17.52%,"200MB / 116MB","0B / 0B",60
1740721677,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,52.09%,"106.5MiB / 15.51GiB",0.67%,"301MB / 351MB","0B / 0B",40
1740721677,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,22.75%,"3.527GiB / 15.51GiB",22.74%,"214MB / 186MB","0B / 0B",1021
1740721677,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.67%,"801.2MiB / 15.51GiB",5.04%,"25.9MB / 90MB","0B / 0B",245
1740721677,e192d5341051,reverse-proxy-api-1,e192d5341051,137.64%,"191.1MiB / 1GiB",18.66%,"203MB / 118MB","0B / 0B",60
1740721687,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.74%,"106.4MiB / 15.51GiB",0.67%,"306MB / 356MB","0B / 0B",40
1740721687,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,18.51%,"3.664GiB / 15.51GiB",23.63%,"216MB / 189MB","0B / 0B",1021
1740721687,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.46%,"802MiB / 15.51GiB",5.05%,"26MB / 90MB","0B / 0B",245
1740721687,e192d5341051,reverse-proxy-api-1,e192d5341051,137.16%,"191.3MiB / 1GiB",18.68%,"207MB / 120MB","0B / 0B",60
1740721699,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,11.86%,"106MiB / 15.51GiB",0.67%,"311MB / 362MB","0B / 0B",40
1740721699,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,26.56%,"3.854GiB / 15.51GiB",24.85%,"218MB / 192MB","0B / 0B",1021
1740721699,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.87%,"802.6MiB / 15.51GiB",5.05%,"26.2MB / 90.1MB","0B / 0B",245
1740721699,e192d5341051,reverse-proxy-api-1,e192d5341051,135.09%,"193MiB / 1GiB",18.84%,"210MB / 122MB","0B / 0B",60
1740721711,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,10.63%,"106.4MiB / 15.51GiB",0.67%,"315MB / 368MB","0B / 0B",40
1740721711,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,27.89%,"4.015GiB / 15.51GiB",25.89%,"220MB / 195MB","0B / 0B",1021
1740721711,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.68%,"803.6MiB / 15.51GiB",5.06%,"26.4MB / 90.1MB","0B / 0B",247
1740721711,e192d5341051,reverse-proxy-api-1,e192d5341051,135.41%,"186.3MiB / 1GiB",18.19%,"214MB / 124MB","0B / 0B",61
1740721721,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,50.74%,"106.8MiB / 15.51GiB",0.67%,"320MB / 374MB","0B / 0B",40
1740721721,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,24.99%,"4.123GiB / 15.51GiB",26.59%,"222MB / 197MB","0B / 0B",1021
1740721721,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.83%,"804.2MiB / 15.51GiB",5.06%,"26.5MB / 90.2MB","0B / 0B",247
1740721721,e192d5341051,reverse-proxy-api-1,e192d5341051,136.89%,"187.8MiB / 1GiB",18.34%,"217MB / 126MB","0B / 0B",60
1740721733,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,9.71%,"106.1MiB / 15.51GiB",0.67%,"325MB / 379MB","0B / 0B",40
1740721733,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,26.66%,"4.242GiB / 15.51GiB",27.35%,"224MB / 200MB","0B / 0B",1029
1740721733,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.89%,"805MiB / 15.51GiB",5.07%,"26.7MB / 90.2MB","0B / 0B",247
